,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_n_estimators,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_average_precision,split1_test_average_precision,split2_test_average_precision,split3_test_average_precision,split4_test_average_precision,split5_test_average_precision,split6_test_average_precision,split7_test_average_precision,split8_test_average_precision,mean_test_average_precision,std_test_average_precision,rank_test_average_precision
0,14.28075197007921,0.5452152931560433,0.28180811140272355,0.06954753377665698,auto,100,"{'max_features': 'auto', 'n_estimators': 100}",0.7753967094284836,0.7682818850868587,0.7356730373509437,0.7420376947177687,0.7477422162665441,0.7597141391107998,0.7514932622904146,0.7727088894920565,0.7646626096952928,0.7575233826043514,0.013211301842377456,25,0.38649849978900397,0.3932490321776433,0.36566153183573474,0.36605305493382134,0.38640149107032196,0.3848083762016365,0.39415620157584136,0.3926985832774597,0.4122993055042953,0.38686956404063977,0.013589844550425683,25
1,28.239793433083427,1.2588245906583835,0.5441507763332791,0.1267728173956554,auto,200,"{'max_features': 'auto', 'n_estimators': 200}",0.7882933104345106,0.7827703019322886,0.7531965004361789,0.7543875185134586,0.7628812182418276,0.780059466191988,0.7658571220734687,0.788175170785466,0.7799947533401506,0.7728461513277041,0.013124163787736775,22,0.40329355511868864,0.4213967698649943,0.38878374087431583,0.3844941087543508,0.4107810354860243,0.4174414250221465,0.41640571623520134,0.42166409876173777,0.4386780254657549,0.4114376083981349,0.016029281582577125,22
2,56.41516621907552,2.4195731597235595,1.0854663054148357,0.2512959967974778,auto,400,"{'max_features': 'auto', 'n_estimators': 400}",0.7928348213342478,0.7911706572295182,0.7611295574860415,0.7610500565384223,0.7728298320306519,0.7882680193183745,0.7726542383275087,0.797748040886046,0.7883624071809061,0.7806719589257463,0.013162661399955027,19,0.40981134878804953,0.4389453694982573,0.39911948310285694,0.3948229366948309,0.426003140156505,0.43606164587040075,0.4311605890000414,0.44235824515754263,0.4531955506333037,0.4257198121001987,0.019027986704851625,19
3,112.82821877797444,4.896706004225968,2.2627630763583713,0.504334517940938,auto,800,"{'max_features': 'auto', 'n_estimators': 800}",0.7973343347490897,0.7944951045697599,0.7662367304217614,0.7653603983429276,0.7796078052907425,0.7942286727212193,0.7747924481961336,0.8036019645824317,0.79491825904464,0.7856195242131895,0.013496732103900082,17,0.41605186562844193,0.44608697603482766,0.4040561462265828,0.4032804532640125,0.4383441496904281,0.44505941059692433,0.43883757838424714,0.4533721811745085,0.47010587388059877,0.4350216260978413,0.02145450448597328,14
4,142.15343896547952,6.327337917792826,2.859359555774265,0.6201744514843235,auto,1000,"{'max_features': 'auto', 'n_estimators': 1000}",0.7981801040455254,0.7957663451375764,0.7668679181250361,0.7666025714544846,0.7806173555754243,0.7964128831423368,0.7761685006210519,0.8052710312022985,0.7955577166001644,0.7868271584337665,0.013649002689934199,14,0.41580061654533357,0.4498789177860602,0.405135652724122,0.40471339381545574,0.44029066180465737,0.4493355004888372,0.443153791936211,0.45664900474346326,0.4709083842060169,0.4373184360055731,0.022133065822964936,9
5,172.26946020126343,7.588086461061831,3.4025381406148276,0.7542272441249266,auto,1200,"{'max_features': 'auto', 'n_estimators': 1200}",0.7988843125345331,0.7962734906391304,0.7675628589126752,0.7672305792743688,0.781233568577685,0.7972242828564561,0.7777755702883745,0.8062156244402078,0.7956244193585038,0.7875583007646595,0.01357923370245891,11,0.4164991371944766,0.450365992560407,0.40611327248960966,0.4065630612015424,0.4415817687383124,0.45034314073123716,0.4461147197572575,0.4584112053742908,0.4715714536632084,0.43861819463448243,0.022089466009611505,7
6,215.2219726509518,9.43611229749861,4.274782445695665,0.9407921347186556,auto,1500,"{'max_features': 'auto', 'n_estimators': 1500}",0.7992174752832013,0.7968817327547002,0.768633834330845,0.7676162874804446,0.7824188033524353,0.7974130950117042,0.7791049655996672,0.8074463317051441,0.7957826546093746,0.788279464458613,0.013466689001896112,8,0.41540740005084176,0.4519312230604712,0.40706100842410864,0.40832048682101624,0.4426802734388552,0.45203083591390414,0.44553444455054514,0.4615967021527385,0.47100019880883615,0.4395069525801463,0.02221990034102796,5
7,259.1122937732273,11.125464184513218,5.141751633750068,1.1982066818851598,auto,1800,"{'max_features': 'auto', 'n_estimators': 1800}",0.7995950449046894,0.7972142190495113,0.7690246562188812,0.7682580270883143,0.782614039155132,0.7975438429676787,0.7799729521711787,0.807676134945317,0.7962673858266663,0.788685144703041,0.013353976603611402,6,0.41676475424005816,0.45188456242295316,0.40863354743765484,0.40927824263200807,0.4424294714613877,0.4518565368954206,0.44711295821948793,0.46265209148628716,0.4718004323263406,0.4402680663468443,0.021933262851326542,3
8,287.1770719687144,12.446248204632035,5.649147828420003,1.2648669564815216,auto,2000,"{'max_features': 'auto', 'n_estimators': 2000}",0.7995698019327444,0.7976320979181638,0.7696188204895296,0.7687551030480251,0.7828542475989324,0.7981525676454345,0.7802598953754313,0.8080640244290164,0.7968800419732789,0.7890874000456174,0.013312952486316445,3,0.41637219424724603,0.452767266386931,0.4090041846868341,0.4104211049548394,0.4443177962318893,0.45298042699223157,0.4475941070055541,0.463067203831839,0.4724337104323988,0.4409953327521959,0.02205261003590626,1
9,14.38911771774292,0.6225554323334362,0.2846134238772922,0.059435474517170246,sqrt,100,"{'max_features': 'sqrt', 'n_estimators': 100}",0.7753967094284836,0.7682818850868587,0.7356730373509437,0.7420376947177687,0.7477422162665441,0.7597141391107998,0.7514932622904146,0.7727088894920565,0.7646626096952928,0.7575233826043514,0.013211301842377456,25,0.38649849978900397,0.3932490321776433,0.36566153183573474,0.36605305493382134,0.38640149107032196,0.3848083762016365,0.39415620157584136,0.3926985832774597,0.4122993055042953,0.38686956404063977,0.013589844550425683,25
10,28.76554497083028,1.2413131517308351,0.5596684879726834,0.12889481154332136,sqrt,200,"{'max_features': 'sqrt', 'n_estimators': 200}",0.7882933104345106,0.7827703019322886,0.7531965004361789,0.7543875185134586,0.7628812182418276,0.780059466191988,0.7658571220734687,0.788175170785466,0.7799947533401506,0.7728461513277041,0.013124163787736775,22,0.40329355511868864,0.4213967698649943,0.38878374087431583,0.3844941087543508,0.4107810354860243,0.4174414250221465,0.41640571623520134,0.42166409876173777,0.4386780254657549,0.4114376083981349,0.016029281582577125,22
11,57.46145582199097,2.4784960712572057,1.1356450981563992,0.2583783834077018,sqrt,400,"{'max_features': 'sqrt', 'n_estimators': 400}",0.7928348213342478,0.7911706572295182,0.7611295574860415,0.7610500565384223,0.7728298320306519,0.7882680193183745,0.7726542383275087,0.797748040886046,0.7883624071809061,0.7806719589257463,0.013162661399955027,19,0.40981134878804953,0.4389453694982573,0.39911948310285694,0.3948229366948309,0.426003140156505,0.43606164587040075,0.4311605890000414,0.44235824515754263,0.4531955506333037,0.4257198121001987,0.019027986704851625,19
12,114.9551203250885,4.93161556022637,2.2713157600826688,0.5086212831741778,sqrt,800,"{'max_features': 'sqrt', 'n_estimators': 800}",0.7973343347490897,0.7944951045697599,0.7662367304217614,0.7653603983429276,0.7796078052907425,0.7942286727212193,0.7747924481961336,0.8036019645824317,0.79491825904464,0.7856195242131895,0.013496732103900082,17,0.41605186562844193,0.44608697603482766,0.4040561462265828,0.4032804532640125,0.4383441496904281,0.44505941059692433,0.43883757838424714,0.4533721811745085,0.47010587388059877,0.4350216260978413,0.02145450448597328,14
13,143.3225825097826,6.183263143465002,2.8276420169406467,0.6520950551701158,sqrt,1000,"{'max_features': 'sqrt', 'n_estimators': 1000}",0.7981801040455254,0.7957663451375764,0.7668679181250361,0.7666025714544846,0.7806173555754243,0.7964128831423368,0.7761685006210519,0.8052710312022985,0.7955577166001644,0.7868271584337665,0.013649002689934199,14,0.41580061654533357,0.4498789177860602,0.405135652724122,0.40471339381545574,0.44029066180465737,0.4493355004888372,0.443153791936211,0.45664900474346326,0.4709083842060169,0.4373184360055731,0.022133065822964936,9
14,172.04912654558817,7.429578942832738,3.3905382686191134,0.7713910918177938,sqrt,1200,"{'max_features': 'sqrt', 'n_estimators': 1200}",0.7988843125345331,0.7962734906391304,0.7675628589126752,0.7672305792743688,0.781233568577685,0.7972242828564561,0.7777755702883745,0.8062156244402078,0.7956244193585038,0.7875583007646595,0.01357923370245891,11,0.4164991371944766,0.450365992560407,0.40611327248960966,0.4065630612015424,0.4415817687383124,0.45034314073123716,0.4461147197572575,0.4584112053742908,0.4715714536632084,0.43861819463448243,0.022089466009611505,7
15,215.0484278731876,9.215684071477531,4.226122750176324,0.9441010230144018,sqrt,1500,"{'max_features': 'sqrt', 'n_estimators': 1500}",0.7992174752832013,0.7968817327547002,0.768633834330845,0.7676162874804446,0.7824188033524353,0.7974130950117042,0.7791049655996672,0.8074463317051441,0.7957826546093746,0.788279464458613,0.013466689001896112,8,0.41540740005084176,0.4519312230604712,0.40706100842410864,0.40832048682101624,0.4426802734388552,0.45203083591390414,0.44553444455054514,0.4615967021527385,0.47100019880883615,0.4395069525801463,0.02221990034102796,5
16,258.1909520096249,11.113209445446627,5.102089749442206,1.1249213777256577,sqrt,1800,"{'max_features': 'sqrt', 'n_estimators': 1800}",0.7995950449046894,0.7972142190495113,0.7690246562188812,0.7682580270883143,0.782614039155132,0.7975438429676787,0.7799729521711787,0.807676134945317,0.7962673858266663,0.788685144703041,0.013353976603611402,6,0.41676475424005816,0.45188456242295316,0.40863354743765484,0.40927824263200807,0.4424294714613877,0.4518565368954206,0.44711295821948793,0.46265209148628716,0.4718004323263406,0.4402680663468443,0.021933262851326542,3
17,285.833801958296,11.350119499706567,5.6812046898735895,1.3487747553458307,sqrt,2000,"{'max_features': 'sqrt', 'n_estimators': 2000}",0.7995698019327444,0.7976320979181638,0.7696188204895296,0.7687551030480251,0.7828542475989324,0.7981525676454345,0.7802598953754313,0.8080640244290164,0.7968800419732789,0.7890874000456174,0.013312952486316445,3,0.41637219424724603,0.452767266386931,0.4090041846868341,0.4104211049548394,0.4443177962318893,0.45298042699223157,0.4475941070055541,0.463067203831839,0.4724337104323988,0.4409953327521959,0.02205261003590626,1
18,10.391865571339926,0.40336819709890176,0.2906757990519206,0.06586766724766699,log2,100,"{'max_features': 'log2', 'n_estimators': 100}",0.7694564191024281,0.7536996002356972,0.7304195700858707,0.7309556619391788,0.7444441917718463,0.7563447737080966,0.7458712560892813,0.75818109708928,0.7539693488126509,0.7492602132038145,0.012038131720089246,27,0.363812836375383,0.36858446112082316,0.3583645599374242,0.3525712077763436,0.38433149581829584,0.3853722128206458,0.3766264091672761,0.37547291758946244,0.4052430961128239,0.3744865774131642,0.015114015806920539,27
19,20.73802177111308,0.8029245786543503,0.5812212891048856,0.13541366613600062,log2,200,"{'max_features': 'log2', 'n_estimators': 200}",0.7857024029307647,0.7749352475519287,0.7478057559525497,0.7466138130639284,0.7620750385849546,0.7737428893842025,0.7618202062455611,0.7844608753125298,0.7726345250269017,0.7677545282281469,0.013436360040747086,24,0.3918638395994094,0.40210739081297486,0.3793470238340314,0.37883909530407367,0.40761709074733954,0.4059656108550775,0.4030968174191735,0.4154340975669663,0.42686263021063164,0.4012370662610753,0.014885509918303367,24
20,41.47774124145508,1.5754808575874029,1.1701330078972711,0.2608158224050421,log2,400,"{'max_features': 'log2', 'n_estimators': 400}",0.7955017542938815,0.7880424064894912,0.7589239741955822,0.758185760600968,0.774517577138479,0.7874777779871726,0.7724480553408903,0.7971124348097495,0.7820765410810125,0.7793651424374697,0.013587455961886371,21,0.41184118367591116,0.4258932941575248,0.39302359323287717,0.3952914779693744,0.4216115480531674,0.42594285416409033,0.41736701799163733,0.43678584517984187,0.44649644114311293,0.4193614728408375,0.0165480395585948,21
21,82.93190378612942,3.192499764242987,2.3513971434699164,0.523181840433747,log2,800,"{'max_features': 'log2', 'n_estimators': 800}",0.7997873881960601,0.794398342152087,0.7658098400905371,0.7654704372138542,0.780928974841944,0.7948667935598565,0.7773941004758791,0.8064069303235994,0.7898522246506126,0.7861016701671589,0.013740920108782122,16,0.4138047655705718,0.4373996443351194,0.40250111617077133,0.4090125265701354,0.43267698109720587,0.4415646140457894,0.4288061275276931,0.4544498367969222,0.4590425628516655,0.43102868610731937,0.018522587067501702,18
22,103.69919485516019,3.9499972364831937,2.941807270050049,0.6574555234575739,log2,1000,"{'max_features': 'log2', 'n_estimators': 1000}",0.8005774820976916,0.796186361418124,0.7677292582828246,0.7667761013881398,0.7817640423720854,0.7956538083090484,0.7776502257375187,0.8078320410648162,0.7921869882835736,0.7873729232170913,0.013737434192536174,13,0.41482254159544985,0.4407405245176443,0.4044314954440262,0.4093770367875055,0.43155676427779643,0.44285665261226304,0.42902225107768377,0.45683784291277374,0.4618109219230769,0.43238400346091327,0.019074402524747493,17
23,124.54701860745747,4.7486609464715865,3.5809053315056696,0.77256742053857,log2,1200,"{'max_features': 'log2', 'n_estimators': 1200}",0.8007877289947152,0.7973881064130699,0.768575801130587,0.7672065855588027,0.782503202162976,0.7963979780466787,0.7786755480744262,0.8088748034709028,0.7933494743314686,0.7881954697981807,0.013796315070606902,10,0.41447968916742334,0.44272589528401485,0.4044410000013331,0.4096369684432111,0.4325327651433814,0.4442870928222029,0.4334014824251252,0.4607256933713386,0.4631708085257976,0.4339334883537587,0.019994359741483208,16
24,155.760785235299,5.892551181602527,4.491056548224555,0.9546909998542765,log2,1500,"{'max_features': 'log2', 'n_estimators': 1500}",0.8012293512674826,0.7978754363251785,0.7692502347766139,0.7679664480740743,0.7828223091662471,0.798083681547206,0.7796470954480179,0.8092531276604327,0.794067397857224,0.7889105646802752,0.013762846953615075,5,0.4142861999653061,0.44416214931814435,0.40490160973672595,0.41220811966374477,0.43480881683251654,0.4474020325211991,0.4365026534297546,0.46237636178095615,0.4646758283232621,0.43570264128573444,0.020331068056176443,13
25,187.0835474067264,7.012473110766666,5.341423882378472,1.1819332794792994,log2,1800,"{'max_features': 'log2', 'n_estimators': 1800}",0.8018989757729001,0.7986387298619805,0.7694058176348149,0.7691689208147218,0.7834577499369552,0.798705726583438,0.7800770996092223,0.8103161198007222,0.7953657623697524,0.7896705447093897,0.013871959772039753,2,0.41547985787529895,0.44594283686516145,0.40517456265223684,0.41344303455022813,0.43565356072516165,0.4480727918996259,0.43503150535467816,0.46371028367260847,0.46634518952167203,0.436539291457408,0.02058004333454941,12
26,207.69536397192212,7.686769434135093,5.924613104926215,1.3068331862142482,log2,2000,"{'max_features': 'log2', 'n_estimators': 2000}",0.8021985553606545,0.7996320623540047,0.7693984993999651,0.7695297862968347,0.783641985237511,0.7989748463661548,0.7802321279398283,0.8102190316107083,0.7959893462728664,0.789979582315392,0.013928763819359147,1,0.41522360938754577,0.4483284262753672,0.4049290027758944,0.41299809378381847,0.43565050303027053,0.4486149982945249,0.43577654415500416,0.46420593853898007,0.4682464634869068,0.437108175525368,0.021244110873698936,11
